"url","text"
"https://www.liberty.edu/campusmaps",""
"https://www.liberty.edu/library/","My Accounts
View items checked out, renew materials, access Interlibrary Loan, and more.
View Library Accounts 
Ways to Connect
Ask a question, schedule an appointment, reserve a room, or make a suggestion.
Contact Us 
Journals by Name
Find scholarly journals with our journal search engine.
Search Journal Titles"
"https://www.liberty.edu/giving/?acode=C27223","Annual Fund
The Annual Fund campaign raises money for the day-to-day operations of Liberty and funds student financial aid, academic initiatives, and university facilities. The fund exists to help bridge the gap between tuition and the actual operating costs of the university.
Liberty has a reputation for turning out hardworking, God-fearing students who impact their world and workplace. We need your help to continue the mission of Training Champions for Christ and encourage your gift of any amount.
Give to the Annual Fund"
"https://www.liberty.edu/helpdesk","IT HelpDesk
Search our Knowledge Base
Got a question for us and want to find the answer on your own? We’ve got you covered with over 12 knowledge bases and over 1,000 DIY articles. Here, you’ll get insight into some of the most frequently encountered issues.
Just click the link and type your question in the field provided, and you’re one step closer to your solution. Need extra help? See other support options below.
Faculty & Staff
Business Relationship Manager
Contact your Business Relationship Manager (BRM) to seek advice, request a project, report a problem, and more for your business or academic unit."
"https://www.liberty.edu/offices/","Liberty Online
Residential"
"https://www.liberty.edu/academics/","Academics
Academics Overview
At Liberty, you’ll experience hands-on learning, flexible study options, and advanced academic facilities like our nationally recognized Jerry Falwell Library.
Our university offers undergraduate and graduate degrees through residential and online programs. Choose from more than 700 programs of study.
Study under professors who couple their academic expertise with rich marketplace experience. Grounded in their Christian faith, our professors are committed to helping you succeed both in your studies and in your career goals.
View accreditation information below
Undergraduate Degree Programs
Graduate Degree Programs
Online Degree Programs
Schools & Colleges
Accreditation
Liberty University is accredited by the Southern Association of Colleges and Schools Commission on Colleges to award associate, bachelor’s, master’s, specialist, and doctoral degrees.
Questions about the accreditation of Liberty University may be directed in writing to the Southern Association of Colleges and Schools Commission on Colleges at 1866 Southern Lane, Decatur, GA 30033-4097, by calling (404) 679-4500, or by using information available on SACSCOC’s website (www.sacscoc.org).
The Commission requests that it be contacted to learn about the accreditation status of Liberty University, to file a third-party comment at the time of Liberty’s decennial review, or to file a complaint against Liberty University for alleged non-compliance with a standard or requirement. Normal inquiries about the institution, such as admission requirements, financial aid, educational programs, etc., should be addressed directly to Liberty University."
"https://www.liberty.edu/academics/bachelors/","Accounting & Data Analysis (B.S.) – Residential & Online
Acting (B.F.A.) – Residential
Aeronautics (B.S.)
Commercial/Corporate – Residential
Global Studies – Residential
Military – Residential
American Sign Language & Interpreting (B.A.) – Residential
Applied Mathematics & Statistics (B.S.) – Residential
Actuarial – Residential
Applied Ministry (B.S.) – Online
Aviation (B.S.) – Online
Aviation Administration (B.S.)
Aviation Safety Management – Residential
Flight – Residential
Aviation Maintenance (B.S.)
Management – Residential & Online
Unmanned Aerial Systems – Residential
Aviation Management (B.S.) – Online
Aviation Technology (B.S.)
Flight and Maintenance – Residential
Bible (B.S.) – Online
Apologetics – Online
Christian Counseling – Online
Christian Ministries – Online
Disability Ministry – Online
Humanitarian Action and Human Rights – Online
Theology – Online
Biblical Counseling (B.S.) – Online
Biblical Studies (B.A.) – Residential
Biblical & Educational Studies: Biblical & Theological Studies (B.S.) – Online
Biochemistry & Molecular Biology (B.S.) – Residential
Biology (General) (B.S.) – Residential
Biology Education 6-12 (B.Ed.) – Residential
Biomedical Sciences (Pre-Med) (B.S.) – Residential
Global Studies
Biopsychology (B.S.) – Residential
Biotechnology (B.S.) – Residential
Business Administration & Data Analysis (B.S.) – Residential & Online
Communications – Residential & Online
Data Analytics – Residential & Online
Digital Marketing & Advertising – Residential & Online
Economics – Residential & Online
Entrepreneurship – Residential & Online
Finance – Residential & Online
Financial Planning – Residential & Online
Green & Sustainable Management – Online
Healthcare Management – Residential & Online
Human Resource Management – Residential & Online
Humanitarian Aid – Residential
International Business – Residential & Online
Leadership – Online
Marketing Analytics – Residential & Online
Sales Management & Professional Selling – Residential & Online
Music Business – Online
Project Management – Residential & Online
Public Administration – Online
Real Estate – Online
Strategic Marketing Management – Online
Supply Chain Management – Residential
Business Education 6-12 (B.Ed.) – Residential & Online
Camp & Outdoor Adventure Leadership (B.S.) – Residential
Chemistry (B.S.) – Residential
Chemistry Education 6-12 (B.Ed.) – Resident
Christian Leadership & Church Ministries (B.S.) – Residential
Women’s Leadership – Residential
Christian Leadership & Management: Business Management (B.S.) – Online
Christian Studies (B.S.) – Residential
Civil Engineering (B.S.) – Residential & Online
Coaching (B.S.) – Residential
Commercial Music (B.M.) – Residential
Film Scoring (Film & Media) – Residential
Jazz Studies – Residential
Performance – Residential
Publishing & Producing – Residential
Record, Engineering, & Producing – Residential
Songwriting – Residential
Commercial Music (B.S.) – Residential & Online
Music Production – Online
Communication (B.S.) – Residential
Communication – Residential
Integrated Communication – Residential
Computer Engineering (B.S.) – Residential
Computer Science (B.S.) – Residential
Cybersecurity – Residential
Data Science – Residential
General – Residential
Software Engineering – Residential
Web & Mobile Programming – Residential
Computer Science Cybersecurity (B.S.) – Online
Computer Science Education 6-12 (B.Ed.) – Residential
Computational Mathematics Major (B.S.) – Online
Actuarial – Online
Computer Science – Online
Engineering – Online
Information Systems – Online
Conservation & Environmental Biology (B.S.) – Residential
Criminal Justice (B.S.) – Residential & Online
Advanced Investigative Studies – Residential
Business Administration & Management – Online
Crime Scene Investigation – Residential & Online
Corrections and Human Services – Online
Criminal Psychology – Online
Homeland Security – Residential & Online
Juvenile Justice – Residential & Online
Public Administration – Residential & Online
Strategic Intelligence Studies – Residential & Online
Cultural Engagement (B.S.) – Online
Digital Design (B.S.) – Online
Character Design – Online
Illustration Design – Online
Visual Communication Design – Online
Digital Merchandising Design – Online
Graphic Design – Online
Photographic Design – Online
Media Design – Online
Digital Media & Journalism (B.S.) – Residential
Audio – Live Production – Residential
Audio – Music Recording – Residential
Audio – Post Production – Residential
Church Media Production – Residential
Digital Journalism – Residential
Entertainment Journalism – Residential
Sports Journalism – Residential
Video Editing – Residential
Video Production – Residential
Early Childhood Education Interdisciplinary Studies (B.S.) – Online
Electrical Engineering (B.S.) – Residential
Elementary Education (B.Ed.) – Residential & Online
Middle Grades English – Residential & Online
Middle Grades Mathematics – Residential & Online
Middle Grades Science – Residential & Online
Middle Grades Social Science – Residential & Online
Special Education General Curriculum K-6 – Residential & Online
Elementary Education Interdisciplinary Studies (B.S.) – Online
Engineering Education 6-12 (B.Ed.) – Resident
English (B.A.) – Residential
English Education 6-12 (B.Ed.) – Residential & Online
English & Writing (B.S.) – Online
Christian Literature – Online
Creative Writing – Online
Journalism – Online
English as a Second Language Education P-12 (B.Ed.) – Residential & Online
Exercise Science (B.S.) – Residential
Fitness Specialist – Residential
Strength & Conditioning Specialist – Residential
Therapeutic Science – Residential
Family & Child Development (B.S.) – Residential
Family & Consumer Sciences (B.S.) – Residential
Event Planning – Residential
Professional & Creative Industries – Residential
Family & Consumer Sciences Education 6-12 (B.Ed.) – Residential
Fashion (B.S.) – Residential
Fashion Design – Residential
Fashion Merchandising – Residential
Fashion Merchandising (B.S.) – Online
Creative Design – Online
Fashion Writing – Online
Film Production & Content Development (B.S.) – Residential
Film Production & Creative Development (B.F.A.) – Residential
Interdisciplinary – Residential
Producing Media – Residential
Sound Design – Residential
Storytelling – Residential
Visual Arts – Residential
Fire Administration (B.S.) – Online
Emergency Medical Services – Online
Emergency Management – Online
Fire Science – Online
Forensic Science (B.S.) – Residential
Geography (B.S.) – Online
Global Studies (B.S.) – Residential
Government (B.A.)
National Security Studies – Residential
Politics & Policy – Residential
Government (B.S.)
Intelligence – Online
National Security – Residential & Online
Politics & Policy – Residential & Online
Public Administration – Online
Graphic Design (B.F.A.) – Residential & Online
Guitar Performance (B.M.) – Residential
Health & Physical Education (B.Ed.) – Residential
Health Sciences (B.S.) – Online
Healthcare Administration (B.S.) – Online
History (B.A.) – Residential
History (B.S.) – Residential & Online 
Hospitality Management (B.S.) –Residential
Conference & Event Management – Residential 
Human Services (B.S.) – Online
Industrial Engineering Technology (B.S.) – Online
Industrial & Systems Engineering (B.S.) – Residential
Informatics (B.S.) – Residential & Online
Healthcare Informatics
Information Systems (B.S.) – Residential & Online
Accounting Information Systems – Online
Database – Residential & Online
Data Networking – Residential & Online
Global Studies – Residential
Information Assurance – Residential & Online
Information Technology (B.S.) – Residential & Online
Application & Database Development – Residential & Online
Data Networking & Security – Residential & Online
Gaming Design – Residential & Online
Web & Mobile Programming – Residential & Online 
Interdisciplinary Research (B.S.) – Online
Interdisciplinary Studies (B.A.) – Residential
Interdisciplinary Studies (B.S.) – Residential & Online
Interior Design (B.S.) – Residential
International Relations (B.A.) – Residential
International Politics & Policy
Strategic Intelligence Studies
Law & Policy:
Pre-Law (B.A.) – Residential
Pre-Law (B.S.) – Residential & Online
Public Policy (B.S.) – Online
Mathematics (B.S.) – Residential
Mathematics Education 6-12 (B.Ed.) – Residential & Online
Mechanical Engineering (B.S.) – Residential
Middle Education (B.Ed.) – Residential & Online
English – Residential & Online
Math – Residential & Online
Science – Residential & Online
Social Sciences – Residential & Online
Military Studies (B.S.) – Residential & Online
Leadership – Residential
History – Online
International Security – Online
Professional – Online
Resiliency – Online
Music & Worship (B.S.) – Residential
Biblical Studies – Residential
Business – Residential
Open Electives – Residential
Pastoral Leadership – Residential
Women’s Leadership – Residential
Worship Technology (Audio) – Residential
Youth Ministries – Residential
Music Education (B.M.)
Choral – Residential
Instrumental – Residential
Music Instrumental (B.S.) – Residential
Music Vocal (B.S.) – Residential
Music in World Cultures (B.M.) – Residential
Music in World Cultures (B.S.) – Residential
Musical Theatre (B.F.A.) – Residential
Nursing: Accelerated Pre-Licensure (B.S.N.) – Residential
Nursing: Pre-Licensure (B.S.N.) – Residential
Pre-Licensure: Global Studies – Residential
Nursing Dual Degree (R.N. to B.S.N. to M.S.N.) – Online
Community Health – Online
Health Policy – Online
Nursing Administration – Online
Nurse Educator – Online
Nursing Informatics – Online
Nursing: Post-Licensure (R.N. to B.S.N) – Online
Post-Licensure: Global Studies – Online
Paralegal Studies (B.S.) – Online
E-Discovery – Online
Pastoral Leadership (B.S.) – Residential
Physical Education & Health (B.S.), Non-Licensure – Residential
Physics (B.S.) – Online
Physics Education (B.Ed.) – Online
Earth Science – Online
Piano Performance (B.M.) – Residential
Political Science (B.S.) – Online
Pre-Med (See Biomedical Sciences)
Pre-Vet (See Zoology)
Psychology (B.S.) – Residential & Online
Addictions & Recovery – Online
Child Life Specialist – Residential
Christian Counseling – Online
Counseling – Residential
Criminal Psychology – Residential & Online
Crisis Counseling – Online
Developmental Psychology – Residential & Online
Industrial/Organizational Psychology – Residential
Life Coaching – Online
Military Resilience – Online
Sport Psychology – Residential
Public Administration (B.S.) – Online
Public Health (B.S.) – Residential
Health Promotion
Pre-clinical
Public Health 4+1 Accelerated (B.S. to M.P.H) 
Public Health: Health Promotion (B.S.) and Public Health: Community Health Promotion (M.P.H.) – Residential
Religion (B.S.) – Online
Apologetics – Online
Biblical & Theological Studies – Online
Christian Counseling – Online
Christian Leadership – Online
Christian Ministries – Online
Disability Ministry – Online
Digital Discipleship – Online
Evangelism – Online
Global Studies – Online
Humanitarian Action and Human Rights – Online
Next Generation Ministries (NextGen) – Online
Religious Studies (B.S.) – Residential
Biblical Languages – Residential
Global Studies – Residential
New Testament – Residential
Old Testament – Residential
Theology & Apologetics – Residential
Religious Studies: Bible and Theology (B.A.) – Residential
Religious Studies: Bible and Theology (B.S.) – Residential
Respiratory Therapy (B.S.) – Residential
Respiratory Therapy (RRT to BSRT) (B.S.) – Online
Social Sciences (B.S.) – Residential
Social Studies Education 6-12 (B.Ed.) – Residential & Online
Social Work (B.S.) – Residential & Online
Spanish (B.A.) – Residential
Spanish Education P-12 (B.Ed.) – Residential
Special Education (B.Ed.) – Residential & Online
Special Education Interdisciplinary Studies (B.S.) – Online
Sport Management (B.S.) – Residential & Online
Conference & Event Management – Online
General – Residential & Online
Sport Administration – Residential & Online
Sport Communication & Public Relations – Residential & Online
Sport Outreach – Residential & Online
Sport Venue Management – Residential & Online
Strategic Communication (B.S.) – Residential & Online
Social Media Management – Residential & Online
Strategic Communications – Residential & Online
Strength & Conditioning (B.S.) – Residential
Coaching – Residential
String Performance (B.M.) – Residential
Studio Art (B.F.A.) – Residential
Studio & Digital Arts (B.S.) – Residential
Graphic Design – Residential
Studio Art – Residential
Teaching English as a Second or Foreign Language (B.A.) – Residential
Teaching English as a Foreign Language (B.S.) – Online
Theatre Arts (B.A.) – Residential
Theatre Arts (B.S.) – Residential
Theatre Arts Education P-12 (B.Ed.) – Residential
Theology (B.S.) – Online
Theology & Apologetics (B.A.) – Residential
Biblical Scholarship – Residential
Global Studies – Residential
Writing & Literature – Residential
Unmanned Aircraft Operations (B.S.) – Residential
Vocal Performance (B.M.) – Residential
Visual Arts Education P-12 (B.Ed.) – Residential
Woodwind, Brass, or Percussion Performance (B.M.) – Residential
Worship Leadership (B.M.) – Residential
Worship Studies (B.S.) – Online
Commercial Music – Online
Writing (B.S.) – Residential
Youth Ministries (B.S.) – Residential
Zoo & Wildlife Biology (B.S.) – Residential
Zoology (Pre-Vet) (B.S.) – Residential"
"https://www.liberty.edu/academics/masters/","Master’s Degrees
Continue Your Education at Liberty University
Liberty University will equip you as a future leader in the field of your choice, providing you with the training you need to be successful in today’s market. At Liberty, you have the unique opportunity to study with world-class faculty in a distinctively Christian environment.
The Graduate School
Visit The Graduate School to view admissions and degree information for graduate students.
Study Online
Choose from hundreds of online degrees to earn your degree from anywhere.
Master’s Degrees
Concentrations or Cognates in Law Studies are open to currently enrolled Liberty University School of Law J.D. students (Dual Degree program) or Liberty University School of Law alumni"
"https://www.liberty.edu/academics/postgraduate/","Postgraduate Degrees
Strengthen Your Career Skills
Continue to build on your education with a postgraduate degree from Liberty University. At Liberty, you’ll benefit from world-class faculty and facilities as you prepare to further your career.
The Graduate School
Visit The Graduate School to view admissions and degree information for graduate students.
Study Online
Choose from hundreds of online degrees to earn your degree from anywhere.
Postgraduate Degrees
Education Specialist (Ed.S.) – Online
Administration & Supervision 
Educational Leadership – Online
Curriculum & Instruction – Online 
Educational Psychology – Online 
Elementary Education – Online
Middle Grades Education – Online
Online Teaching and Learning – Online
Secondary Education – Online
Special Education – Online
Educational Leadership – Online
Higher Education Administration 
Assessment & Evaluation – Online
Student Affairs – Online
Instructional Design and Technology – Online
Special Education – Online
Education Specialist in Community Care and Counseling (Ed.S) – Online
Marriage & Family Counseling – Online
Pastoral Care & Counseling – Online
Traumatology – Online 
Theology (Th.M.) – Online
Biblical Studies (Non-Thesis) – Online
Christian Apologetics (Non-Thesis) – Online
Church History (Non-Thesis) – Online
Global Studies (Non-Thesis) – Online
Homiletics (Non-Thesis) – Online
Theology (Non-Thesis) – Online"
"https://www.liberty.edu/academics/associate/","Associate Degrees
Begin Your Education at Liberty University
Begin the next step towards a rewarding career with an associate degree from Liberty University. At Liberty, you’ll gain the knowledge and skills necessary to make a positive difference in the world, all from a Christian perspective.
Study Online
Choose from hundreds of online degrees to earn your degree from anywhere.
Associate of Arts
2-year degree"
